#Position (bp)	mapping quality
1.571937829E9	59.010684596256176
1.578114402E9	18.370982942254013
1.584290975E9	0.0
1.590467548E9	0.0
1.596644121E9	2.363751081514151
1.602820694E9	21.06884460415986
1.608997267E9	59.75028250797028
1.61517384E9	59.74995785497715
1.621350413E9	49.307217970712166
1.627526986E9	59.25728556444988
1.633703559E9	57.18971929200602
1.639880132E9	58.343066096240435
1.646056705E9	59.93519078952549
1.652233278E9	58.25768367057315
1.658409851E9	59.740755520818794
1.664586424E9	59.858198370409774
1.670762997E9	59.55464637226799
1.6743674565E9	59.65566027526028
1.677455743E9	54.38861621954611
1.683116143E9	59.68920126489544
1.689292716E9	59.79790683724497
1.695469289E9	59.956763688839274
1.701645862E9	58.277694408219176
1.707822435E9	59.643564515163696
1.713999008E9	57.47199236741863
1.720175581E9	35.95045000376061
1.726352154E9	45.98892715253597
1.732528727E9	59.80799676021858
1.7387053E9	59.74455789280309
1.744881873E9	59.90772364761073
1.751058446E9	57.6256136781231
1.757235019E9	53.049000472330285
1.763411592E9	56.98839400725984
1.769588165E9	59.6601198253643
1.775764738E9	59.924336209871235
1.781941311E9	59.933929387477775
1.788117884E9	59.82875873179715
1.794294457E9	59.516386119310305
1.80047103E9	57.564841331406726
1.806120184E9	56.016299431414424
1.8092084705E9	55.656504975833734
1.812824176E9	57.13376329474538
1.819000749E9	59.414352938717485
1.825177322E9	59.20498239971312
1.831353895E9	59.9927474012752
1.837530468E9	59.404364391904
1.843707041E9	59.509339520343865
1.849883614E9	59.420054661850465
1.856060187E9	57.681287201200824
1.86223676E9	55.58625303654854
1.868413333E9	56.27933874999781
1.874589906E9	59.75575938114927
1.880766479E9	58.945078736567595
1.886943052E9	58.3166641434916
1.893119625E9	59.93952597834854
1.899296198E9	42.89076852268117
1.905472771E9	59.70731647758074
1.911649344E9	59.58116802840376
1.917825917E9	59.83611672015289
1.92400249E9	59.23938854209436
1.930179063E9	58.490338631900826
1.936355636E9	59.74407782195742
1.941605798E9	58.774435694847966
1.9446940845E9	59.90815227662673
1.948708782E9	59.0276651276223
1.954885355E9	55.08230963841297
1.961061928E9	59.908593215987764
1.967238501E9	59.64535718928805
1.973415074E9	58.006958477487004
1.979591647E9	55.137383288197
1.98576822E9	59.52315878376652
1.991944793E9	58.748279255677225
1.998121366E9	58.4775054150496
2.004297939E9	59.16741519441669
2.010474512E9	59.15876415077574
2.016651085E9	59.99207057610224
2.022827658E9	59.91477883040555
2.029004231E9	59.96539346603843
2.035180804E9	59.489454822678034
2.041357377E9	59.954809810985765
2.04753395E9	59.77238709288264
2.053710523E9	59.835533498475556
2.059887096E9	59.79852020924085
2.066063669E9	59.09168359297596
2.072240242E9	59.76951519325638
2.0761857555E9	59.410450942165824
2.079274042E9	0.0
2.084593388E9	0.0
2.090769961E9	0.0
2.096946534E9	57.7665036036438
2.103123107E9	58.56935598327808
2.10929968E9	59.59032904888801
2.115476253E9	59.63187903780069
2.121652826E9	59.853437856553754
2.127829399E9	59.40946096900619
2.134005972E9	27.203130457925116
2.140182545E9	59.99527214320872
2.146359118E9	59.9964804355837
2.152535691E9	59.996252496430536
2.158712264E9	59.99585914160813
2.164888837E9	59.994141244822735
2.17106541E9	59.99513890627895
2.177241983E9	59.9296444695429
2.183418556E9	59.99687837240229
2.1889570765E9	59.65964233529276
2.192045363E9	0.0
2.195771702E9	0.0
2.201948275E9	0.0
2.208124848E9	12.559783988836308
2.214301421E9	58.84096612761449
2.220477994E9	59.64913341602922
2.226654567E9	57.02811758269743
2.23283114E9	59.78071971637496
2.239007713E9	59.70062439120735
2.245184286E9	59.95047983492218
2.251360859E9	59.916214654361156
2.257537432E9	59.872384748187294
2.263714005E9	59.00273863033986
2.269890578E9	59.985163478937366
2.276067151E9	59.99933703855121
2.282243724E9	59.6753344592167
2.288420297E9	59.96995621878865
2.29459687E9	59.01263420190062
2.2980680925E9	0.0
2.301156379E9	0.0
2.306950016E9	0.0
2.313126589E9	0.0
2.319303162E9	27.230478769254816
2.325479735E9	51.20345531868815
2.331656308E9	49.61819188426679
2.337832881E9	59.91261133447672
2.344009454E9	54.15965488051971
2.350186027E9	59.779501067015076
2.3563626E9	59.65140865172059
2.362539173E9	59.85726665574795
2.368715746E9	57.28990383072948
2.374892319E9	53.92596830104486
2.381068892E9	56.68485901316454
2.387245465E9	59.26880793459999
2.393422038E9	59.99467715014382
2.398476271E9	54.33420260422345
2.4015645575E9	58.630554830217854
2.405775184E9	58.12428082731488
2.411951757E9	59.74366233338084
2.41812833E9	35.67879590243363
2.424304903E9	56.64510004698059
2.430481476E9	47.77612428797168
2.436658049E9	0.0
2.442834622E9	0.0
2.449011195E9	59.541279216360756
2.455187768E9	59.186776635553976
2.461364341E9	59.94716995355636
2.467540914E9	57.13310008325342
2.473717487E9	49.98638368519918
2.47989406E9	59.6932525037665
2.486070633E9	59.37337752746854
2.489969741E9	58.99110693698196
2.4930580275E9	58.49109923552263
2.498423779E9	58.61833608853669
2.504600352E9	48.34332449374636
2.510776925E9	49.94200809753165
2.516953498E9	59.205190933247984
2.523130071E9	58.636665248070116
2.529306644E9	52.78105753887738
2.535483217E9	54.824665950434685
2.54165979E9	59.878800835360686
2.547836363E9	58.62215668701854
2.554012936E9	55.88844402838132
2.560189509E9	59.18015902634404
2.566366082E9	59.85560118533952
2.571746186E9	59.96708905278566
2.5748344725E9	57.85853352048495
2.578719228E9	59.904472333732
2.584895801E9	59.24751831810743
2.591072374E9	36.693711447852685
2.597248947E9	59.51987096042333
2.60342552E9	59.907432324172994
2.609602093E9	59.98274737199423
2.615778666E9	59.998157574810136
2.621955239E9	59.564493213611684
2.628131812E9	59.99629178947253
2.634308385E9	59.665111748651405
2.640484958E9	58.42385646090963
2.646661531E9	59.9841343917511
2.652080553E9	59.996113458836334
2.6551688395E9	52.2263369515369
2.659014677E9	57.28148770813327
2.66519125E9	58.94683126312106
2.671367823E9	59.00049887945841
2.677544396E9	54.49232064448635
2.683720969E9	58.86438128965512
2.689897542E9	58.737957014652096
2.696074115E9	57.083847852222185
2.702250688E9	58.56756919835508
2.708427261E9	56.19195339679523
2.712272226E9	55.48316074215373
2.7153605125E9	59.139698835761
2.720780407E9	59.889553992682444
2.72695698E9	59.80454457724059
2.733133553E9	59.87147250129737
2.739310126E9	59.05560518853695
2.745486699E9	59.748443752317826
2.751663272E9	59.93308941219549
2.757839845E9	59.77483045123198
2.764016418E9	59.9486288098221
2.770192991E9	59.748567894158306
2.7753771745E9	59.88900969615413
2.778465461E9	0.0
2.782546137E9	1.6883644913694997
2.78872271E9	45.173387090508164
2.794899283E9	59.847806909671
2.801075856E9	57.86156402721191
2.807252429E9	59.77469971783218
2.813429002E9	59.42154588904765
2.819605575E9	57.21560780737147
2.823438458E9	59.94203537546938
2.8265267445E9	0.0
2.831958721E9	0.0
2.838135294E9	18.25045216431146
2.844311867E9	52.778975374656056
2.85048844E9	57.233833556454904
2.856665013E9	59.09587501783309
2.862841586E9	58.46123219052901
2.869018159E9	58.43222191087625
2.873553984E9	57.57411294139555
2.8766422705E9	22.85266957640063
2.881371305E9	47.763923710601716
2.887547878E9	59.784261401604674
2.893724451E9	59.33076620836077
2.899901024E9	59.082256875936004
2.906077597E9	59.07628094284544
2.91225417E9	58.948101034646385
2.918430743E9	59.58129067259424
2.924607316E9	40.83227329356319
2.930783889E9	51.4114130255964
2.936960462E9	59.998493951847536
2.943137035E9	59.72875901962799
2.949313608E9	52.49459386129654
2.955490181E9	59.63109318618367
2.961666754E9	59.84651854850636
2.967843327E9	44.37296086390442
2.9740199E9	57.51947851834399
2.980196473E9	50.78892490845066
2.986373046E9	59.99492428032455
2.992549619E9	57.96044518571881
2.998726192E9	48.891571450561756
3.004902765E9	59.759996410404305
3.011079338E9	43.776505665926734
3.017255911E9	51.0670985597758
3.023432484E9	43.97434309884256
3.028781594E9	49.03150945234246
3.0318698805E9	0.0
3.03578563E9	0.0
3.041962203E9	0.0
3.048138776E9	0.0
3.054315349E9	0.0
3.060491922E9	0.0
3.066668495E9	0.0
3.072845068E9	0.0
3.079021641E9	0.0
3.08518988E9	0.0
3.088278117E9	0.0
