#Position (bp)	insert size
2.782546137E9	165.2114816839803
2.78872271E9	163.47431679129843
2.794899283E9	937.0676767024163
2.801075856E9	165.40390851312205
2.807252429E9	253.338186661249
2.813429002E9	165.75551112425916
2.819605575E9	165.37662558725404
2.823438458E9	166.0690548552638
2.8265267445E9	0.0
2.831958721E9	165.52212101496423
2.838135294E9	163.61698208610227
2.844311867E9	164.85752796872893
2.85048844E9	323.20340239534795
2.856665013E9	207.67962915499305
2.862841586E9	166.3855650586071
2.869018159E9	166.36120366612235
2.873553984E9	166.20893433799785
2.8766422705E9	165.94985413545692
2.881371305E9	3676.1199728941397
2.887547878E9	166.67811089804684
2.893724451E9	561.5320745185579
2.899901024E9	1827.4158609877188
2.906077597E9	165.990569514601
2.91225417E9	166.44420126897438
2.918430743E9	166.31959138571494
2.924607316E9	164.77106003063824
2.930783889E9	182.7688632994203
2.936960462E9	163.67845643235745
2.943137035E9	165.97165475831068
2.949313608E9	166.2686215032019
2.955490181E9	166.15750960107948
2.961666754E9	165.7677382264169
2.967843327E9	164.72190699034806
2.9740199E9	165.65005782090603
2.980196473E9	445.89728771034305
2.986373046E9	166.37159886360308
2.992549619E9	253.80310144342755
2.998726192E9	164.90545347229772
3.004902765E9	165.00261394288256
3.011079338E9	165.84369349710082
3.017255911E9	165.31503308319992
3.023432484E9	165.61340571539031
3.028781594E9	165.4908417239257
3.0318698805E9	165.00824711351027
3.03578563E9	164.66311166875784
3.041962203E9	126.32874493927126
3.048138776E9	153.11242603550295
3.054315349E9	139.22962962962964
3.060491922E9	161.9543859649123
3.066668495E9	0.0
3.072845068E9	0.0
3.079021641E9	0.0
3.08518988E9	165.93075060532686
3.088278117E9	162.29529953917051
