gene_id	Regulation	Type
HSD3B7	down	mRNA
COX17	down	mRNA
COMMD4	down	mRNA
TCEA3	down	mRNA
ETV1	up	mRNA
ATP8B3	down	mRNA
ATP5PF	down	mRNA
SLC7A2	up	mRNA
FGF2	down	mRNA
NID2	up	mRNA
CDHR1	up	mRNA
COX14	down	mRNA
SULT1B1	down	mRNA
PDGFRA	up	mRNA
CST3	down	mRNA
EDIL3	up	mRNA
SLC27A5	down	mRNA
CD83	up	mRNA
SLC6A4	up	mRNA
COA3	down	mRNA
AK4	up	mRNA
NCF2	up	mRNA
ARHGAP42	up	mRNA
SPRY1	up	mRNA
ZNF275	up	mRNA
SPACA6	down	mRNA
BCOR	up	mRNA
TLE6	down	mRNA
RPS28	down	mRNA
CPEB4	up	mRNA
GALNT18	down	mRNA
LHX6	down	mRNA
MZT2A	down	mRNA
MYL6	down	mRNA
NOCT	up	mRNA
COL12A1	up	mRNA
SRGAP1	up	mRNA
PAQR4	up	mRNA
SSBP2	down	mRNA
SDSL	down	mRNA
CFI	down	mRNA
SSTR2	down	mRNA
NRCAM	up	mRNA
TRIO	up	mRNA
BMP2	up	mRNA
COPS9	down	mRNA
DYRK4	down	mRNA
PDE5A	up	mRNA
CBR3	down	mRNA
SCGB3A1	down	mRNA
ZNF688	down	mRNA
NAV1	up	mRNA
MLIP	down	mRNA
EPB41L3	up	mRNA
MSN	up	mRNA
ZRANB1	up	mRNA
CYP2J2	down	mRNA
PTPN11	up	mRNA
ATP13A3	up	mRNA
LDLR	up	mRNA
GSDMD	down	mRNA
ABL2	up	mRNA
IL15	down	mRNA
ZNF710	up	mRNA
QRICH2	down	mRNA
FAM83G	up	mRNA
RPP25L	down	mRNA
HOXD8	down	mRNA
SAMD13	down	mRNA
VGLL4	up	mRNA
SMG8	up	mRNA
P2RY2	up	mRNA
IGFBP1	down	mRNA
RECQL	up	mRNA
RPS9	down	mRNA
PDLIM2	down	mRNA
CSF2	up	mRNA
MICOS13	down	mRNA
TPBG	up	mRNA
CCDC106	down	mRNA
ASNS	up	mRNA
ACSL4	up	mRNA
PCDHGA12	up	mRNA
CELSR1	up	mRNA
CNTNAP3	down	mRNA
TM6SF1	up	mRNA
ARPC3	down	mRNA
USP18	down	mRNA
ENPP2	down	mRNA
ATP2A2	up	mRNA
ZBTB38	up	mRNA
C7orf61	down	mRNA
SELENOH	down	mRNA
RNASEH2C	down	mRNA
UNC119B	up	mRNA
PAQR3	up	mRNA
FAM104B	down	mRNA
MUC1	down	mRNA
IFI27L2	down	mRNA
SPRED2	up	mRNA
CYSLTR2	down	mRNA
RABAC1	down	mRNA
SDF2L1	down	mRNA
S100A6	down	mRNA
LSM7	down	mRNA
PXMP4	down	mRNA
WDR53	down	mRNA
CA13	up	mRNA
NDUFA9	down	mRNA
PCSK6	up	mRNA
ARHGAP6	up	mRNA
SASH1	up	mRNA
ACSM1	down	mRNA
SLFN13	down	mRNA
GTF2IRD2	down	mRNA
HACD4	down	mRNA
POLR2I	down	mRNA
FAM120C	down	mRNA
C20orf204	down	mRNA
HUWE1	up	mRNA
NDUFAF6	down	mRNA
RNF40	up	mRNA
PFDN4	down	mRNA
NDUFB11	down	mRNA
LRRTM2	down	mRNA
DCTN1	up	mRNA
TMEM54	down	mRNA
SGPP2	up	mRNA
HLA-B	down	mRNA
FKBP1B	down	mRNA
UXT	down	mRNA
WDFY3	up	mRNA
LYPLAL1	down	mRNA
ATOX1	down	mRNA
TRAPPC2B	down	mRNA
ZSWIM4	up	mRNA
ARHGAP31	up	mRNA
SLC41A1	up	mRNA
C22orf23	up	mRNA
DECR2	down	mRNA
PAQR6	down	mRNA
TRIM54	down	mRNA
TPM2	down	mRNA
C17orf67	down	mRNA
PET100	down	mRNA
PSMA2	down	mRNA
CXCL12	up	mRNA
HSCB	down	mRNA
AFAP1L2	down	mRNA
MYLK	up	mRNA
RPL36	down	mRNA
ENTPD8	down	mRNA
PLEKHG1	up	mRNA
RNF181	down	mRNA
ANTXR1	up	mRNA
TP53BP1	up	mRNA
DHRS12	down	mRNA
CCDC12	down	mRNA
POLR2J3	down	mRNA
NIPA1	up	mRNA
MTLN	down	mRNA
SPECC1	up	mRNA
NDUFS6	down	mRNA
MRPS34	down	mRNA
EFCC1	down	mRNA
SLC25A10	down	mRNA
DDX21	up	mRNA
LAGE3	down	mRNA
TRIM6	down	mRNA
ZXDA	up	mRNA
DPM3	down	mRNA
PLIN5	down	mRNA
FAM122C	down	mRNA
CCDC34	down	mRNA
IL12A	down	mRNA
PCBD2	down	mRNA
SPTBN1	up	mRNA
HIPK2	up	mRNA
SLC16A9	up	mRNA
TBC1D2B	up	mRNA
GNRH1	down	mRNA
LAMTOR4	down	mRNA
MEF2A	up	mRNA
GAL3ST4	down	mRNA
CSGALNACT1	down	mRNA
DPY19L2	down	mRNA
DUSP23	down	mRNA
DYNC2LI1	down	mRNA
SH2D5	up	mRNA
TAOK1	up	mRNA
SLC49A3	down	mRNA
SS18L2	down	mRNA
MR1	down	mRNA
TIMP1	down	mRNA
BFSP1	down	mRNA
HSBP1L1	down	mRNA
LTB4R	down	mRNA
CCS	down	mRNA
UBR4	up	mRNA
ARSJ	up	mRNA
IL33	down	mRNA
GPRC5B	up	mRNA
PAM16	down	mRNA
KIAA1211	up	mRNA
GLI4	down	mRNA
RAB3B	up	mRNA
ZNF217	up	mRNA
CLIC4	up	mRNA
CHCHD5	down	mRNA
COMMD3	down	mRNA
PLXNA2	up	mRNA
NRIP1	up	mRNA
ELOVL6	up	mRNA
ATP8A1	down	mRNA
CEP126	down	mRNA
PARD6A	down	mRNA
PKD1	up	mRNA
WWC2	up	mRNA
SIL1	down	mRNA
LRRC29	down	mRNA
NOL12	down	mRNA
C11orf1	down	mRNA
PATJ	up	mRNA
JAG1	up	mRNA
TMEM151B	up	mRNA
MGARP	down	mRNA
ECSCR	down	mRNA
PNMA2	up	mRNA
FOXO3B	up	mRNA
CASZ1	up	mRNA
SINHCAF	up	mRNA
ACCS	down	mRNA
PTPN7	up	mRNA
ADAM17	up	mRNA
SOCS7	up	mRNA
TEPP	down	mRNA
AZIN2	down	mRNA
DOCK9	up	mRNA
LCAT	down	mRNA
VDR	up	mRNA
LRRC17	down	mRNA
LUZP1	up	mRNA
BOLA2B	down	mRNA
PDCD2L	down	mRNA
RGS16	up	mRNA
PTPRU	down	mRNA
MAMDC2	up	mRNA
ZNF292	up	mRNA
SETD7	up	mRNA
VLDLR	down	mRNA
HES6	up	mRNA
MBP	up	mRNA
NDUFAF8	down	mRNA
LRP12	up	mRNA
SSPO	down	mRNA
TYMP	down	mRNA
FXYD2	down	mRNA
PPP2R5D	up	mRNA
SMG6	up	mRNA
KIAA1614	up	mRNA
NDUFB7	down	mRNA
UNC5C	down	mRNA
ZMIZ1	up	mRNA
CLDN10	down	mRNA
ACLY	up	mRNA
CD79B	down	mRNA
PPARA	up	mRNA
NPR3	down	mRNA
ARFGEF2	up	mRNA
PKNOX2	down	mRNA
NOTCH2	up	mRNA
PCSK9	up	mRNA
RBM12B	up	mRNA
ARL11	down	mRNA
HDDC2	down	mRNA
ADCY3	up	mRNA
COX8A	down	mRNA
FAU	down	mRNA
VPS33B	down	mRNA
EEF1E1	down	mRNA
SPTLC3	down	mRNA
HEATR1	up	mRNA
TMSB10	down	mRNA
PCDHAC2	up	mRNA
C1orf53	down	mRNA
SYT15	down	mRNA
USP34	up	mRNA
ANKRD2	down	mRNA
TFAP2A	down	mRNA
SLC35E2B	up	mRNA
SLC4A2	up	mRNA
NR2C2	up	mRNA
MZT2B	down	mRNA
VSIG2	down	mRNA
SIX1	up	mRNA
CTF1	down	mRNA
NEDD8	down	mRNA
HIST1H2BH	down	mRNA
VIPR1	down	mRNA
CYBA	down	mRNA
RPLP2	down	mRNA
C19orf44	up	mRNA
UBR5	up	mRNA
SLC16A11	down	mRNA
ETFRF1	down	mRNA
NPIPB15	down	mRNA
C10orf143	down	mRNA
SERF2	down	mRNA
TRIL	down	mRNA
HSD17B12	up	mRNA
CIAO2B	down	mRNA
RUFY4	down	mRNA
AFG1L	down	mRNA
POM121	up	mRNA
ATP5MF	down	mRNA
ANK2	up	mRNA
BRD3	up	mRNA
ACRBP	down	mRNA
ACP5	down	mRNA
MAPK6	up	mRNA
E2F7	up	mRNA
TAF4B	up	mRNA
AUTS2	up	mRNA
LAMB3	up	mRNA
RTKN2	down	mRNA
ARL9	down	mRNA
AC005726.1	down	mRNA
FARP1	up	mRNA
SMIM10	down	mRNA
EXOC3L1	down	mRNA
KIRREL1	up	mRNA
ZNF224	down	mRNA
SOWAHC	up	mRNA
CSNK1A1	up	mRNA
MYPN	up	mRNA
CLEC10A	down	mRNA
SLC6A6	up	mRNA
RAP2A	up	mRNA
JAM2	up	mRNA
MRPL41	down	mRNA
IRF9	down	mRNA
CCNK	up	mRNA
DDIT4L	up	mRNA
KIZ	down	mRNA
PROCA1	down	mRNA
CACNA1A	down	mRNA
NRG1	up	mRNA
NEMF	up	mRNA
PIGBOS1	down	mRNA
NDUFC2	down	mRNA
PTRHD1	down	mRNA
ANO9	up	mRNA
SVBP	down	mRNA
ELAC1	down	mRNA
TSTD1	down	mRNA
CIB1	down	mRNA
HDDC3	down	mRNA
HSF4	down	mRNA
GKAP1	down	mRNA
GOLGA7	up	mRNA
ZNF205	down	mRNA
SHPRH	up	mRNA
CYP51A1	up	mRNA
KIAA1755	down	mRNA
LIME1	down	mRNA
PYROXD2	down	mRNA
EP300	up	mRNA
PCDHGB6	up	mRNA
SLC22A31	down	mRNA
GUCY1B1	down	mRNA
ZBP1	down	mRNA
SCO2	down	mRNA
IPMK	up	mRNA
MUC6	down	mRNA
FIGNL2	up	mRNA
C12orf60	down	mRNA
SYCE1L	down	mRNA
SMCR8	up	mRNA
CAPS	down	mRNA
NME1	down	mRNA
HLA-DOB	down	mRNA
AC072022.2	up	mRNA
SYNGR3	up	mRNA
CCL4L2	up	mRNA
CFB	down	mRNA
HSD17B8	down	mRNA
PDXP	up	mRNA
NTN4	down	mRNA
COG2	up	mRNA
VASH1	up	mRNA
FBXO11	up	mRNA
SLC22A18	down	mRNA
KDM1B	up	mRNA
USP37	up	mRNA
DHPS	down	mRNA
ITPRIPL2	up	mRNA
NAA10	down	mRNA
IL23A	down	mRNA
ZNF669	up	mRNA
TSLP	up	mRNA
DNAH5	up	mRNA
PCOLCE	down	mRNA
NT5C2	up	mRNA
SMPD3	down	mRNA
P2RX7	up	mRNA
ATG9A	up	mRNA
INHBA	up	mRNA
LAG3	down	mRNA
KCNIP2	down	mRNA
ZFHX2	up	mRNA
ABHD2	up	mRNA
ABCA7	down	mRNA
ROBO3	down	mRNA
PJVK	down	mRNA
CDH15	down	mRNA
TRIM67	up	mRNA
CHERP	up	mRNA
ZNF613	down	mRNA
SLFN12L	down	mRNA
ARPC1A	down	mRNA
BATF3	down	mRNA
BRPF3	up	mRNA
SULT1A1	down	mRNA
SMIM3	down	mRNA
TPBGL	up	mRNA
MEDAG	up	mRNA
MICAL3	up	mRNA
KLHDC9	down	mRNA
OIP5	down	mRNA
ARL2	down	mRNA
HSPE1	down	mRNA
HIGD2A	down	mRNA
RINL	down	mRNA
HSD11B1L	down	mRNA
AMIGO2	down	mRNA
THSD4	up	mRNA
KBTBD4	up	mRNA
NR4A3	up	mRNA
FBXL13	up	mRNA
CEP295	up	mRNA
ZNF155	up	mRNA
B3GNT5	up	mRNA
NPEPL1	down	mRNA
AMPD3	up	mRNA
CCDC159	down	mRNA
ZGLP1	down	mRNA
IL17RD	up	mRNA
CAMK2B	up	mRNA
ITPR3	up	mRNA
TRPS1	up	mRNA
TGFB2	up	mRNA
PCDHGB4	up	mRNA
ZNF334	down	mRNA
SQOR	down	mRNA
IFNL1	down	mRNA
RPS15A	down	mRNA
SLC19A2	up	mRNA
PRRC2B	up	mRNA
PARL	down	mRNA
C16orf58	up	mRNA
JPH3	down	mRNA
ZNF599	down	mRNA
LIPT1	down	mRNA
NTNG2	down	mRNA
TMEM91	down	mRNA
AKAP12	up	mRNA
ASAP2	up	mRNA
IPPK	up	mRNA
LOXL1	down	mRNA
MYMX	down	mRNA
SLC2A1	up	mRNA
FABP3	up	mRNA
EPN2	up	mRNA
CERS2	up	mRNA
RIMBP3	up	mRNA
DIRAS3	down	mRNA
CCDC153	down	mRNA
SYTL3	down	mRNA
RTL6	up	mRNA
ROGDI	down	mRNA
RFX8	down	mRNA
CDC42BPB	up	mRNA
BEND3	up	mRNA
C19orf81	down	mRNA
KMT2D	up	mRNA
SEMA6D	up	mRNA
ELOVL7	up	mRNA
ZNF337	up	mRNA
EFR3B	up	mRNA
FCHO1	down	mRNA
CAPN11	down	mRNA
RNF212	down	mRNA
TPO	up	mRNA
SLC22A18AS	down	mRNA
MYO1F	down	mRNA
ADAP1	up	mRNA
LHB	down	mRNA
ANKRD35	down	mRNA
VKORC1	down	mRNA
EEF1AKMT4	down	mRNA
DHRS4L2	down	mRNA
D2HGDH	down	mRNA
C1orf162	down	mRNA
SRL	down	mRNA
PYCARD	down	mRNA
TBC1D14	up	mRNA
NME5	down	mRNA
ZNF384	up	mRNA
ATP5MG	down	mRNA
SLC25A27	down	mRNA
LATS2	up	mRNA
MIEN1	down	mRNA
JTB	down	mRNA
JMJD7-PLA2G4B	up	mRNA
KCNF1	up	mRNA
MCM3AP	up	mRNA
CLDN1	up	mRNA
KRTCAP3	down	mRNA
DYNC1LI2	up	mRNA
ARHGAP32	up	mRNA
LDLRAD3	up	mRNA
LRRC6	down	mRNA
RNF123	up	mRNA
FAM24B	down	mRNA
IL34	up	mRNA
TCTEX1D2	down	mRNA
AHNAK2	up	mRNA
DNAJC12	down	mRNA
RAVER1	up	mRNA
AC240274.1	up	mRNA
LYG1	down	mRNA
SPNS3	down	mRNA
MST1R	down	mRNA
HIVEP2	up	mRNA
CCDC85B	down	mRNA
SLC5A3	up	mRNA
FBXL18	up	mRNA
CD70	up	mRNA
POMC	down	mRNA
PCDHGC3	up	mRNA
OMA1	down	mRNA
SP8	up	mRNA
FANK1	down	mRNA
DOC2A	down	mRNA
TMEM256	down	mRNA
FNDC5	up	mRNA
PHYHD1	down	mRNA
NDUFA11	down	mRNA
TCP11L2	up	mRNA
TCF15	down	mRNA
NCR3LG1	up	mRNA
PLEKHM3	up	mRNA
CSAG3	down	mRNA
SMTNL1	down	mRNA
BORCS8	down	mRNA
MAB21L2	down	mRNA
ETFB	down	mRNA
ZNF511	down	mRNA
ABHD14A	down	mRNA
AKR1C1	down	mRNA
MICAL2	up	mRNA
GPER1	down	mRNA
REX1BD	down	mRNA
LRRC75A	down	mRNA
DLG5	up	mRNA
POSTN	down	mRNA
ATP5ME	down	mRNA
MICU3	up	mRNA
PFKFB2	up	mRNA
IRF5	up	mRNA
SH3BP5	up	mRNA
CAP1	up	mRNA
LMNTD2	down	mRNA
TBC1D3L	down	mRNA
DNAJC14	up	mRNA
PLCL1	up	mRNA
HSPG2	up	mRNA
UQCRHL	down	mRNA
ATG9B	down	mRNA
RIPK3	down	mRNA
C2orf66	down	mRNA
NBEAL1	up	mRNA
ZNF699	up	mRNA
CMKLR1	down	mRNA
XIRP1	up	mRNA
AMH	down	mRNA
RNF169	up	mRNA
EBF3	down	mRNA
DCLK1	down	mRNA
NEK10	up	mRNA
GPR37L1	up	mRNA
RAB23	up	mRNA
CNOT1	up	mRNA
PARD3B	up	mRNA
AQP3	down	mRNA
ARMC12	down	mRNA
EVI2B	down	mRNA
TSNAXIP1	down	mRNA
SNAP25	down	mRNA
NAT8L	up	mRNA
BABAM1	down	mRNA
CD44	up	mRNA
ZNF770	up	mRNA
C1QTNF4	down	mRNA
ANKRD23	down	mRNA
POPDC2	down	mRNA
KIF6	down	mRNA
MESP1	down	mRNA
CDH13	up	mRNA
CAPS2	down	mRNA
IL18	down	mRNA
MUC4	down	mRNA
ARFGEF3	up	mRNA
C4orf48	down	mRNA
NUDT6	down	mRNA
ANKRD40	up	mRNA
FCRLB	down	mRNA
PPP1R35	down	mRNA
GPX3	up	mRNA
SEC24C	up	mRNA
NOSTRIN	down	mRNA
ATP5PO	down	mRNA
FBXO2	down	mRNA
CD14	down	mRNA
PIPOX	up	mRNA
GABRP	down	mRNA
CRYBG3	up	mRNA
GVQW3	down	mRNA
RHCG	up	mRNA
ANAPC10	down	mRNA
FAM53A	down	mRNA
STAG1	up	mRNA
PRRG2	down	mRNA
PRRX1	up	mRNA
ADAMTSL4	down	mRNA
ATXN1L	up	mRNA
HENMT1	down	mRNA
MTPN	up	mRNA
ZNF404	down	mRNA
IL17C	up	mRNA
F2RL3	up	mRNA
DDO	down	mRNA
TRAPPC10	up	mRNA
KBTBD3	down	mRNA
C17orf113	down	mRNA
TMEM121B	up	mRNA
MRPL23	down	mRNA
CA4	down	mRNA
GJA5	down	mRNA
GPR19	down	mRNA
C2orf74	down	mRNA
FGF12	up	mRNA
C11orf71	down	mRNA
NUTM2D	down	mRNA
UCN	down	mRNA
MSC	up	mRNA
KLF11	up	mRNA
AIM2	down	mRNA
MRPL54	down	mRNA
IDS	up	mRNA
SMAP1	up	mRNA
DLGAP3	up	mRNA
ZNF493	down	mRNA
CSAD	down	mRNA
C12orf57	down	mRNA
GPR155	down	mRNA
KLHDC1	down	mRNA
SH2D2A	up	mRNA
TIMM8A	down	mRNA
EVC	up	mRNA
HAUS7	down	mRNA
ZFP69B	up	mRNA
S1PR4	down	mRNA
CNIH2	down	mRNA
POLN	down	mRNA
APAF1	up	mRNA
PMEL	down	mRNA
KYNU	up	mRNA
NPW	down	mRNA
LCN12	down	mRNA
PDK4	down	mRNA
ART3	down	mRNA
NPTX2	down	mRNA
BCL9L	up	mRNA
WDR31	up	mRNA
SPDYE2	down	mRNA
HSD17B2	down	mRNA
CABCOCO1	down	mRNA
PRRT1	down	mRNA
CHRNA10	down	mRNA
AC091057.6	down	mRNA
TRIM45	down	mRNA
APLP1	down	mRNA
DNAH11	up	mRNA
EGFLAM	down	mRNA
PCED1B	down	mRNA
ZNF541	down	mRNA
NBPF10	up	mRNA
PARP15	down	mRNA
MGAT5B	up	mRNA
ASXL3	up	mRNA
SPARCL1	down	mRNA
RPA4	up	mRNA
RBM14-RBM4	up	mRNA
KRT36	down	mRNA
HCAR2	down	mRNA
GNB3	down	mRNA
SYP	down	mRNA
UBE4A	up	mRNA
ACTN2	up	mRNA
PRMT5	up	mRNA
NT5M	down	mRNA
LTA	up	mRNA
DNAAF4	down	mRNA
RDH16	down	mRNA
TNC	up	mRNA
IGF2BP3	up	mRNA
TMPRSS5	down	mRNA
NPTXR	up	mRNA
POLA2	down	mRNA
RAB13	down	mRNA
CACNA1F	down	mRNA
KCNJ5	down	mRNA
PLXNA4	down	mRNA
NOX1	down	mRNA
TMEM141	down	mRNA
PMM2	up	mRNA
MYRFL	down	mRNA
SHISA3	down	mRNA
SULF1	up	mRNA
GPR75	up	mRNA
CSNK2B	down	mRNA
ARHGAP5	up	mRNA
ITGB1BP2	down	mRNA
FOXL2	up	mRNA
CD22	up	mRNA
SERPIND1	up	mRNA
GPT	down	mRNA
CACNA1I	down	mRNA
OVGP1	down	mRNA
ACSM2B	down	mRNA
RPL17	down	mRNA
RABGEF1	down	mRNA
CADM3	down	mRNA
IL18RAP	down	mRNA
TLR6	up	mRNA
PDE1A	down	mRNA
LPCAT3	up	mRNA
TMEM205	down	mRNA
KIAA1257	down	mRNA
TMEM71	down	mRNA
SKIDA1	down	mRNA
C1GALT1C1L	down	mRNA
SOX15	up	mRNA
LRGUK	down	mRNA
HDAC10	down	mRNA
PLBD1	down	mRNA
TSSK6	up	mRNA
PCDHGA11	up	mRNA
TRPC4	up	mRNA
ADAMTS5	up	mRNA
TRIM73	down	mRNA
SPX	up	mRNA
EID2B	down	mRNA
SLC16A14	down	mRNA
MT-ATP8	up	mRNA
GPR17	down	mRNA
BCO2	down	mRNA
ID2	up	mRNA
SHISA9	up	mRNA
FZD3	up	mRNA
AC107871.1	up	mRNA
