gene_id	Regulation	Type
UBE2B	down	mRNA
TAF6L	up	mRNA
ARHGAP45	up	mRNA
SIN3B	up	mRNA
ASPHD1	up	mRNA
PIM1	up	mRNA
MAPK8IP1	up	mRNA
SNCA	down	mRNA
MRPL51	down	mRNA
NUF2	down	mRNA
MRPL39	down	mRNA
C12orf45	down	mRNA
TCF7L1	up	mRNA
NDUFA5	down	mRNA
SNRPD1	down	mRNA
CRYZ	down	mRNA
SEMA3G	down	mRNA
UBL5	down	mRNA
SLC66A1	up	mRNA
GPR4	up	mRNA
SLC6A9	up	mRNA
SERPINB9	down	mRNA
TCEAL9	down	mRNA
HID1	up	mRNA
ZNF469	up	mRNA
CTNNAL1	down	mRNA
MAGOHB	down	mRNA
SETD1A	up	mRNA
CREM	down	mRNA
ENDOD1	down	mRNA
TNFRSF11A	down	mRNA
PSMD10	down	mRNA
SRI	down	mRNA
ZNHIT3	down	mRNA
BTG3	down	mRNA
MOCS2	down	mRNA
SPHK2	up	mRNA
ITFG1	down	mRNA
PPDPF	up	mRNA
PROSER2	up	mRNA
SLC9A8	up	mRNA
DPM1	down	mRNA
TUT1	up	mRNA
MRPL42	down	mRNA
DAGLB	up	mRNA
ETFRF1	down	mRNA
ANLN	down	mRNA
PDHB	down	mRNA
CERK	up	mRNA
C1QTNF6	up	mRNA
BUB1	down	mRNA
TMA16	down	mRNA
DUSP8	up	mRNA
RPL36AL	down	mRNA
DMTN	up	mRNA
ARL4A	down	mRNA
SLC38A5	down	mRNA
ANKRD13B	up	mRNA
TRIAP1	down	mRNA
CKAP2	down	mRNA
PTPRN2	down	mRNA
APBA2	up	mRNA
MRPL47	down	mRNA
PRXL2C	down	mRNA
RPS26	down	mRNA
SNX33	up	mRNA
C19orf54	up	mRNA
MRPL35	down	mRNA
PDCD1LG2	down	mRNA
RPL37A	down	mRNA
ZNF22	down	mRNA
RPS21	down	mRNA
LSM1	down	mRNA
DPH3	down	mRNA
NUDT15	down	mRNA
SPTSSA	down	mRNA
PSMG4	down	mRNA
SLCO2A1	down	mRNA
MRPL48	down	mRNA
UNC93B1	down	mRNA
CD274	down	mRNA
RNF207	up	mRNA
CNTNAP1	up	mRNA
LDB2	down	mRNA
TRANK1	down	mRNA
SMYD3	down	mRNA
FAM110A	up	mRNA
CTXN1	up	mRNA
NUCB2	down	mRNA
PIGK	down	mRNA
CREG2	down	mRNA
DNAJC15	down	mRNA
MORN2	down	mRNA
GPR180	down	mRNA
TMEM62	down	mRNA
MPC1	down	mRNA
NIFK	down	mRNA
ALG5	down	mRNA
MEX3B	up	mRNA
CYB5A	down	mRNA
BTF3L4	down	mRNA
SNRPE	down	mRNA
NAV2	up	mRNA
RBM43	down	mRNA
COA4	down	mRNA
MRPL1	down	mRNA
SESN3	down	mRNA
PHF5A	down	mRNA
CCDC57	up	mRNA
ASF1A	down	mRNA
ATP2B1	up	mRNA
C11orf1	down	mRNA
ATP5F1E	down	mRNA
XAF1	down	mRNA
KAT2B	down	mRNA
ZFPM1	up	mRNA
NPAS2	up	mRNA
CASKIN2	up	mRNA
GMNN	down	mRNA
PSME2	down	mRNA
GPX7	down	mRNA
APOD	down	mRNA
MYO1E	up	mRNA
TMEM240	up	mRNA
LYN	up	mRNA
CCDC58	down	mRNA
CLDN15	up	mRNA
FAM229B	down	mRNA
ST5	up	mRNA
DERA	down	mRNA
RPS8	down	mRNA
SVIP	down	mRNA
PODXL	up	mRNA
EXTL2	down	mRNA
PAPLN	up	mRNA
PDLIM7	up	mRNA
ADAMTSL1	up	mRNA
TSPAN12	down	mRNA
NAV3	up	mRNA
B3GALNT1	down	mRNA
CAMK2B	up	mRNA
ZCCHC2	down	mRNA
TXNDC9	down	mRNA
SP6	up	mRNA
ALG14	down	mRNA
EBF4	up	mRNA
CCL7	down	mRNA
TPT1	down	mRNA
LY6E	down	mRNA
ICAM1	up	mRNA
BMP4	down	mRNA
PNPLA4	down	mRNA
USP54	up	mRNA
ZNF213	up	mRNA
PPP1R14A	down	mRNA
SMCHD1	down	mRNA
DTX2	up	mRNA
NPC1	up	mRNA
UQCRB	down	mRNA
MRPL34	down	mRNA
DBI	down	mRNA
GIMAP6	down	mRNA
ADAMTSL2	up	mRNA
MASTL	down	mRNA
CHCHD7	down	mRNA
FUNDC1	down	mRNA
PDZD11	down	mRNA
CNNM3	up	mRNA
MRPL43	down	mRNA
HPF1	down	mRNA
NR1D1	up	mRNA
SULT1B1	down	mRNA
CCNH	down	mRNA
SSBP2	down	mRNA
TRIP13	down	mRNA
NACA	down	mRNA
CDC45	down	mRNA
SCP2	down	mRNA
COMMD6	down	mRNA
CFAP36	down	mRNA
TBXA2R	up	mRNA
POP5	down	mRNA
RPL24	down	mRNA
CLCF1	up	mRNA
SYNGR3	up	mRNA
RCHY1	down	mRNA
LSM5	down	mRNA
EAPP	down	mRNA
COX7A1	down	mRNA
PGK1	down	mRNA
PCGF2	up	mRNA
CCDC115	down	mRNA
TMEM14A	down	mRNA
PFDN2	down	mRNA
FBXL6	up	mRNA
PEX2	down	mRNA
ACAD10	up	mRNA
HPSE	down	mRNA
ZBTB46	up	mRNA
ARHGAP39	up	mRNA
TM7SF3	down	mRNA
NAT1	down	mRNA
SMPD2	up	mRNA
SKP1	down	mRNA
IRF6	down	mRNA
CCDC59	down	mRNA
SELL	down	mRNA
C1D	down	mRNA
NSMCE2	down	mRNA
GINS2	down	mRNA
ENPP2	down	mRNA
LAMTOR5	down	mRNA
GEMIN2	down	mRNA
MAP2	down	mRNA
NMRK1	down	mRNA
SYTL3	down	mRNA
WDFY4	down	mRNA
CUTC	down	mRNA
PRTFDC1	down	mRNA
SEC61G	down	mRNA
BRIX1	down	mRNA
NR4A1	up	mRNA
DUSP11	down	mRNA
ABRAXAS1	down	mRNA
CETN3	down	mRNA
AR	up	mRNA
USP20	up	mRNA
ATP5PD	down	mRNA
MED30	down	mRNA
RMDN1	down	mRNA
NBL1	up	mRNA
FAM83G	up	mRNA
NUP37	down	mRNA
GRIK4	up	mRNA
PLPP2	up	mRNA
HHIPL1	up	mRNA
NXPH3	down	mRNA
C1orf159	up	mRNA
ELP4	down	mRNA
LRRC3	up	mRNA
RHOU	down	mRNA
DMWD	up	mRNA
ISG15	down	mRNA
PRKACB	down	mRNA
APIP	down	mRNA
ETV7	down	mRNA
MSH2	down	mRNA
SLC7A11	up	mRNA
PLEKHO1	up	mRNA
IFNB1	down	mRNA
PELI3	up	mRNA
ATG4D	up	mRNA
PRICKLE3	up	mRNA
RACGAP1	down	mRNA
TAP2	down	mRNA
FAM114A2	down	mRNA
TMEM102	up	mRNA
RFNG	up	mRNA
VDR	up	mRNA
POGLUT2	down	mRNA
KRBA1	up	mRNA
TMEM258	down	mRNA
SLCO2B1	up	mRNA
ZFAND1	down	mRNA
DEPDC1B	down	mRNA
ITGA1	up	mRNA
POMP	down	mRNA
AGA	down	mRNA
IAH1	down	mRNA
PRICKLE1	down	mRNA
PIGP	down	mRNA
MED4	down	mRNA
FNDC10	up	mRNA
KDM7A	up	mRNA
CCDC142	up	mRNA
EEF1AKMT1	down	mRNA
MRPL21	down	mRNA
LRRTM2	down	mRNA
PODXL2	up	mRNA
NKAIN1	down	mRNA
CCDC194	down	mRNA
ICAM5	up	mRNA
CISD1	down	mRNA
TM7SF2	up	mRNA
ATP5IF1	down	mRNA
CACNB1	up	mRNA
RPAP3	down	mRNA
FBXO5	down	mRNA
GMFB	down	mRNA
UBE2N	down	mRNA
PLVAP	up	mRNA
GTF2F2	down	mRNA
RPL27A	down	mRNA
RASD1	up	mRNA
SNTA1	up	mRNA
MAIP1	down	mRNA
SPPL2B	up	mRNA
RPL21	down	mRNA
C3orf38	down	mRNA
LBH	up	mRNA
HIGD1A	down	mRNA
STK36	up	mRNA
DMAC1	down	mRNA
L3HYPDH	down	mRNA
TMEM14B	down	mRNA
PIGF	down	mRNA
ZNF862	up	mRNA
NOTCH2	up	mRNA
SCN9A	down	mRNA
VSIR	up	mRNA
PFDN4	down	mRNA
POLR2F	down	mRNA
UQCC2	down	mRNA
LIPE	up	mRNA
NATD1	up	mRNA
CLCNKA	up	mRNA
SPNS2	down	mRNA
HMMR	down	mRNA
CORO2B	up	mRNA
RRM2	down	mRNA
TATDN1	down	mRNA
GPC2	up	mRNA
IMPA1	down	mRNA
PRUNE2	down	mRNA
DIAPH3	down	mRNA
PFDN5	down	mRNA
GPC5	down	mRNA
C11orf74	down	mRNA
ZCCHC10	down	mRNA
HTR1B	down	mRNA
NME7	down	mRNA
LLGL2	up	mRNA
SMIM20	down	mRNA
CERS1	up	mRNA
CARD11	up	mRNA
GUCY1A1	down	mRNA
ZNF414	up	mRNA
VAMP8	down	mRNA
KIAA1549	up	mRNA
DPH5	down	mRNA
CCNB1	down	mRNA
CELSR1	up	mRNA
ANO8	up	mRNA
PLAT	up	mRNA
ZNRF2	down	mRNA
RPP40	down	mRNA
ADAT3	up	mRNA
LARP7	down	mRNA
KRT7	up	mRNA
FAM104A	down	mRNA
HMGN5	down	mRNA
TMEM60	down	mRNA
LRR1	down	mRNA
C12orf75	down	mRNA
COA6	down	mRNA
PTGS1	down	mRNA
C3orf14	down	mRNA
ABCA3	up	mRNA
ATF7	up	mRNA
SMDT1	down	mRNA
SMIM26	down	mRNA
SAP30	down	mRNA
FBXL18	up	mRNA
HOXD8	down	mRNA
HIP1	up	mRNA
PLK4	down	mRNA
SLC29A2	up	mRNA
SERPINE1	up	mRNA
UBA52	down	mRNA
HACD1	down	mRNA
BMF	up	mRNA
GSTM3	down	mRNA
MMP11	up	mRNA
RPL35	down	mRNA
MYCBP	down	mRNA
HAAO	up	mRNA
CENPN	down	mRNA
MIER2	up	mRNA
DSE	up	mRNA
ABCA6	down	mRNA
BBIP1	down	mRNA
GALNT15	down	mRNA
MRPS18C	down	mRNA
EMCN	down	mRNA
GLI4	up	mRNA
NEK2	down	mRNA
PTS	down	mRNA
LIF	up	mRNA
FBXO8	down	mRNA
VEGFB	up	mRNA
RPL13A	down	mRNA
CMTM4	up	mRNA
ETV5	up	mRNA
ANXA2R	down	mRNA
CNN3	down	mRNA
ENO2	up	mRNA
CCNA2	down	mRNA
HACD4	down	mRNA
BCL2	up	mRNA
KLHL35	up	mRNA
DOCK8	up	mRNA
KIF26A	up	mRNA
SPINT1	up	mRNA
ICOSLG	up	mRNA
MIOX	up	mRNA
PLA2G6	up	mRNA
GTF3C6	down	mRNA
GSTO1	down	mRNA
DNAJB9	down	mRNA
CTSD	up	mRNA
CCL23	down	mRNA
COX17	down	mRNA
KNL1	down	mRNA
DENND6B	up	mRNA
FAM186B	up	mRNA
GMFG	down	mRNA
RPL39L	down	mRNA
NDUFAF4	down	mRNA
CABLES2	up	mRNA
GUCY1B1	down	mRNA
HOXD3	down	mRNA
CHST6	up	mRNA
PLGRKT	down	mRNA
HIST1H1C	down	mRNA
PPP2R3C	down	mRNA
MRPL11	down	mRNA
FAM200B	down	mRNA
LRRC20	up	mRNA
OXER1	up	mRNA
TLR2	up	mRNA
MARCH9	up	mRNA
JAM2	up	mRNA
ZBTB8OS	down	mRNA
GPX3	up	mRNA
CDKN2C	down	mRNA
MRPL27	down	mRNA
DTX4	up	mRNA
CEP57L1	down	mRNA
PCDH7	down	mRNA
CBS	up	mRNA
SF3B5	down	mRNA
LST1	up	mRNA
ACTR6	down	mRNA
HNMT	down	mRNA
CWF19L2	down	mRNA
ABCC6	up	mRNA
TMC8	up	mRNA
DEPDC1	down	mRNA
ARL6IP6	down	mRNA
RNF138	down	mRNA
SEM1	down	mRNA
TRIM2	up	mRNA
AMPD3	up	mRNA
AZI2	down	mRNA
MGAT5B	up	mRNA
GABRR2	up	mRNA
COMMD8	down	mRNA
KLF2	up	mRNA
CDC25C	down	mRNA
POSTN	down	mRNA
KIF18A	down	mRNA
HYLS1	down	mRNA
POU2F2	up	mRNA
ACSS2	up	mRNA
NID2	up	mRNA
MYCL	up	mRNA
PRIM2	down	mRNA
G0S2	up	mRNA
POC5	down	mRNA
POLR3K	down	mRNA
PAIP2	down	mRNA
PLA2G3	up	mRNA
EEF1A2	up	mRNA
TAF12	down	mRNA
SFR1	down	mRNA
GGT7	up	mRNA
SLC16A5	up	mRNA
LRATD2	down	mRNA
COPS9	down	mRNA
MEST	down	mRNA
RPLP1	down	mRNA
COX6C	down	mRNA
MLIP	down	mRNA
ADPRM	down	mRNA
PEX3	down	mRNA
TOP2A	down	mRNA
HIF3A	down	mRNA
HAGHL	up	mRNA
ZNF580	up	mRNA
RABGAP1L	down	mRNA
RBPMS2	up	mRNA
TMEM128	down	mRNA
NEIL3	down	mRNA
FAM83D	down	mRNA
CMC2	down	mRNA
CPE	down	mRNA
TIPIN	down	mRNA
CPEB2	down	mRNA
LAMC2	up	mRNA
MED7	down	mRNA
MRPL20	down	mRNA
ARHGEF16	up	mRNA
CYSLTR2	down	mRNA
RAPGEFL1	up	mRNA
GDPD3	up	mRNA
LTA	up	mRNA
LSM12	down	mRNA
IMP3	down	mRNA
PLXNA3	up	mRNA
RELT	up	mRNA
PNPLA7	up	mRNA
MMP15	up	mRNA
LYVE1	down	mRNA
DRAXIN	up	mRNA
VEGFA	up	mRNA
SHFL	down	mRNA
TRIM6	down	mRNA
HSPA2	down	mRNA
SNTB1	up	mRNA
TNFRSF10D	up	mRNA
SCNN1D	up	mRNA
MEA1	down	mRNA
SMIM4	down	mRNA
PRX	up	mRNA
VAMP5	down	mRNA
RPL38	down	mRNA
EBAG9	down	mRNA
PCSK4	up	mRNA
METTL18	down	mRNA
COQ3	down	mRNA
PSMB7	down	mRNA
PIMREG	down	mRNA
PARP11	down	mRNA
PDCL3	down	mRNA
KIF9	down	mRNA
C12orf29	down	mRNA
SDHAF3	down	mRNA
HRCT1	down	mRNA
IL32	up	mRNA
PSMB1	down	mRNA
PHOSPHO1	up	mRNA
FOS	up	mRNA
CCL1	down	mRNA
RAB36	up	mRNA
TSPAN33	up	mRNA
HIST2H2AC	down	mRNA
GGCT	down	mRNA
ECI2	down	mRNA
KNSTRN	down	mRNA
FPGT	down	mRNA
SLC4A11	up	mRNA
SEMA4C	up	mRNA
IER5L	up	mRNA
C6orf223	up	mRNA
TRAPPC2B	down	mRNA
CREB3L1	up	mRNA
DIP2C	up	mRNA
BEX5	down	mRNA
HAUS8	down	mRNA
PLAAT4	down	mRNA
PDE3A	down	mRNA
NR3C2	down	mRNA
RAB5IF	down	mRNA
MAP6	up	mRNA
RAD51AP1	down	mRNA
CXCL9	down	mRNA
ZHX2	up	mRNA
COX6A1	down	mRNA
CACNG7	up	mRNA
FAM104B	down	mRNA
SKA3	down	mRNA
ZNF837	up	mRNA
SULF1	up	mRNA
RPS19	down	mRNA
PTAFR	up	mRNA
GNG7	up	mRNA
TRIL	down	mRNA
CKAP2L	down	mRNA
TXNDC12	down	mRNA
CR1L	down	mRNA
SPAG16	down	mRNA
AK5	down	mRNA
MT1M	down	mRNA
TAP1	down	mRNA
NDUFB9	down	mRNA
COX6B1	down	mRNA
CSGALNACT1	down	mRNA
FBXO4	down	mRNA
CARMIL2	up	mRNA
AUH	down	mRNA
CENPQ	down	mRNA
AAMDC	down	mRNA
PPIL3	down	mRNA
IL12A	down	mRNA
SHF	up	mRNA
BCL7A	up	mRNA
SLFN13	down	mRNA
FAS	down	mRNA
BORA	down	mRNA
GNPNAT1	down	mRNA
TIMM10	down	mRNA
PLAAT3	down	mRNA
TIMM8A	down	mRNA
ELAC1	down	mRNA
CEP55	down	mRNA
GBP5	down	mRNA
REEP6	up	mRNA
ATP5PF	down	mRNA
ZNF358	up	mRNA
TMTC1	down	mRNA
LDLRAD2	up	mRNA
NUDT6	down	mRNA
TMEM81	up	mRNA
LRRC73	up	mRNA
RASA4B	up	mRNA
PARPBP	down	mRNA
IGFBP1	down	mRNA
RADIL	up	mRNA
PDCD5	down	mRNA
NDUFB1	down	mRNA
DYNC2LI1	down	mRNA
NFKBID	up	mRNA
RPS3	down	mRNA
CERS4	up	mRNA
FAM122C	down	mRNA
GADD45G	up	mRNA
C17orf67	down	mRNA
STXBP2	up	mRNA
IQGAP2	down	mRNA
HDAC9	up	mRNA
LRRC4	up	mRNA
CRADD	down	mRNA
LRFN1	up	mRNA
PPM1H	up	mRNA
NDUFA2	down	mRNA
ABCA4	up	mRNA
NTN4	down	mRNA
ROMO1	down	mRNA
TPGS1	up	mRNA
CROT	down	mRNA
COX5B	down	mRNA
ORMDL2	down	mRNA
UQCRQ	down	mRNA
CCDC34	down	mRNA
SHISAL1	up	mRNA
RPS28	down	mRNA
RNASEK	up	mRNA
GFPT2	up	mRNA
PCGF6	down	mRNA
PTCHD4	down	mRNA
RCSD1	up	mRNA
SMIM10	down	mRNA
GPR19	down	mRNA
LCORL	down	mRNA
SEMA3B	up	mRNA
OPRD1	up	mRNA
KAZN	up	mRNA
ARPC3	down	mRNA
PSMB3	down	mRNA
NCAPH	down	mRNA
SLC6A16	up	mRNA
PRELID3A	up	mRNA
ASIC3	up	mRNA
RAB38	down	mRNA
SLC51A	up	mRNA
SAMD13	down	mRNA
PPP1R16A	up	mRNA
FAM53B	up	mRNA
AP4S1	down	mRNA
MT1E	down	mRNA
TCAF2	down	mRNA
CYP2D6	up	mRNA
PTRH2	down	mRNA
MED31	down	mRNA
SVBP	down	mRNA
NACAD	up	mRNA
APOBEC3B	down	mRNA
C2orf76	down	mRNA
RGL3	up	mRNA
ITM2A	down	mRNA
CLTCL1	up	mRNA
AFAP1L2	down	mRNA
AVPI1	down	mRNA
UNC5B	up	mRNA
AK6	down	mRNA
VSIG10L	down	mRNA
COA3	down	mRNA
TRPV1	up	mRNA
CYTL1	down	mRNA
MTUS1	down	mRNA
HES6	up	mRNA
PTCRA	up	mRNA
ISG20	down	mRNA
PI16	up	mRNA
NOSTRIN	down	mRNA
RNF181	down	mRNA
RPF2	down	mRNA
RGS10	down	mRNA
MAB21L2	down	mRNA
FAM227A	up	mRNA
RNLS	down	mRNA
MIPOL1	down	mRNA
SLC9A3R2	up	mRNA
HAUS4	down	mRNA
CPAMD8	up	mRNA
TMSB15A	down	mRNA
CLIC2	down	mRNA
TEX30	down	mRNA
BRMS1L	down	mRNA
LUM	down	mRNA
CCL3L1	up	mRNA
CLDN4	up	mRNA
PDCD2L	down	mRNA
TNS3	up	mRNA
ARHGAP32	up	mRNA
ZSWIM4	up	mRNA
ALPL	up	mRNA
CDC26	down	mRNA
PPP1R3E	up	mRNA
LRRC56	up	mRNA
DYRK4	down	mRNA
ATP23	down	mRNA
HES4	down	mRNA
SLC30A4	down	mRNA
YAE1	down	mRNA
DPYD	down	mRNA
ACTL10	up	mRNA
PSMA2	down	mRNA
B4GALNT4	up	mRNA
RUNX1	up	mRNA
TNFRSF4	up	mRNA
DCLK2	up	mRNA
TMEM273	down	mRNA
CLEC10A	down	mRNA
LCN2	up	mRNA
GGACT	down	mRNA
CENPL	down	mRNA
RUFY4	down	mRNA
ACP7	up	mRNA
DNAJB4	down	mRNA
FRG1	down	mRNA
RET	down	mRNA
ESCO2	down	mRNA
PTPRU	down	mRNA
HSPE1	down	mRNA
RRAGD	up	mRNA
LRRC71	up	mRNA
LAMTOR2	down	mRNA
SNAP25	down	mRNA
CHRNE	up	mRNA
MTLN	down	mRNA
NKAPL	down	mRNA
XRCC4	down	mRNA
TMEM256	down	mRNA
F2RL3	up	mRNA
OMA1	down	mRNA
MISP3	up	mRNA
NDUFB2	down	mRNA
PSPN	up	mRNA
CENPA	down	mRNA
TMEM121	up	mRNA
BOLA2B	down	mRNA
INAFM1	up	mRNA
BDKRB2	up	mRNA
KIAA1211	up	mRNA
GTF2H2	down	mRNA
ACKR1	up	mRNA
CARMIL1	down	mRNA
GPR157	up	mRNA
EIF4E	down	mRNA
ZNF107	down	mRNA
NARS2	down	mRNA
MTFR2	down	mRNA
SMIM8	down	mRNA
LFNG	up	mRNA
PRIMPOL	down	mRNA
FAM229A	up	mRNA
FSTL3	up	mRNA
COL9A2	up	mRNA
NXT2	down	mRNA
RELL2	up	mRNA
LIMCH1	down	mRNA
HIST1H2BH	down	mRNA
BANK1	down	mRNA
UQCR10	down	mRNA
SLFN12L	down	mRNA
MMP10	up	mRNA
SETD9	down	mRNA
DCLK1	down	mRNA
SPTLC3	down	mRNA
RAD51B	down	mRNA
GCKR	up	mRNA
RGS4	down	mRNA
FABP5	down	mRNA
ATP5MG	down	mRNA
MZT1	down	mRNA
S100A6	down	mRNA
HDDC2	down	mRNA
KCNJ14	up	mRNA
KLHL17	up	mRNA
XRCC2	down	mRNA
INTS12	down	mRNA
COL6A2	up	mRNA
PRDM1	up	mRNA
IRAK1BP1	down	mRNA
STX1B	up	mRNA
LPAR2	up	mRNA
MAMSTR	up	mRNA
TNFSF18	down	mRNA
PIK3CD	up	mRNA
COX14	down	mRNA
ANAPC11	down	mRNA
RAB3IL1	up	mRNA
CCDC157	up	mRNA
ULBP1	up	mRNA
FABP3	up	mRNA
KIF6	down	mRNA
NDUFA4L2	up	mRNA
C18orf21	down	mRNA
ZNF446	up	mRNA
ALKBH2	down	mRNA
RFX2	up	mRNA
RHOV	up	mRNA
CYP2J2	down	mRNA
METTL25	down	mRNA
MCEE	down	mRNA
CEP76	down	mRNA
C11orf45	down	mRNA
ATXN7L2	up	mRNA
LRRC43	up	mRNA
ELF1	down	mRNA
STX8	down	mRNA
PSTPIP2	up	mRNA
UPK2	up	mRNA
BCHE	down	mRNA
TRAPPC6B	down	mRNA
C2orf74	down	mRNA
LGALS2	up	mRNA
RNF208	up	mRNA
TIMM9	down	mRNA
ANTXR1	up	mRNA
SLC66A1L	down	mRNA
INSL3	up	mRNA
MTHFD2L	down	mRNA
BRICD5	up	mRNA
TGDS	down	mRNA
PTGS2	up	mRNA
NDUFAF8	down	mRNA
IDNK	down	mRNA
CDK18	down	mRNA
RGS16	up	mRNA
C8orf88	down	mRNA
CALHM6	down	mRNA
NPW	up	mRNA
SH2B2	up	mRNA
MMP28	down	mRNA
SMIM10L1	down	mRNA
IFT43	down	mRNA
AOC2	up	mRNA
DSCC1	down	mRNA
HOPX	down	mRNA
MYO15A	up	mRNA
CLDN14	up	mRNA
CITED4	up	mRNA
PMEPA1	up	mRNA
CCDC121	down	mRNA
FAM131C	up	mRNA
C2CD4C	up	mRNA
RPS15	down	mRNA
ELOB	down	mRNA
MND1	down	mRNA
MFAP3	down	mRNA
ZBP1	down	mRNA
PTRHD1	down	mRNA
PDZK1IP1	down	mRNA
KCNH3	up	mRNA
TCTEX1D1	down	mRNA
NPIPB3	up	mRNA
PRDM5	down	mRNA
ANO4	down	mRNA
SEMA6D	up	mRNA
DOCK11	up	mRNA
SHISA3	down	mRNA
COL7A1	up	mRNA
MRPS28	down	mRNA
MMP25	up	mRNA
RLN2	down	mRNA
TMEM121B	up	mRNA
NEK10	up	mRNA
RHCG	up	mRNA
TENT5B	down	mRNA
FKBP1B	down	mRNA
ARSK	down	mRNA
PCDHGB6	up	mRNA
ARHGAP6	up	mRNA
LRRC75A	down	mRNA
IFI27L2	down	mRNA
TMA7	down	mRNA
DPH6	down	mRNA
SWSAP1	down	mRNA
UQCC3	down	mRNA
HIST1H2BD	down	mRNA
TTC9B	up	mRNA
SPARCL1	down	mRNA
FAU	down	mRNA
UXT	down	mRNA
VRK2	down	mRNA
CD7	down	mRNA
HIST1H2AC	down	mRNA
PCLAF	down	mRNA
RPL36	down	mRNA
NUTM2G	up	mRNA
MRAP2	down	mRNA
DDO	down	mRNA
TMEM71	down	mRNA
DNAJC9	down	mRNA
AUNIP	down	mRNA
PTCH2	up	mRNA
NPIPB12	up	mRNA
THOC3	down	mRNA
STARD5	down	mRNA
GPR35	up	mRNA
RNPC3	down	mRNA
TUBA1B	down	mRNA
PRELID2	down	mRNA
CMKLR1	down	mRNA
CCDC154	up	mRNA
HLA-F	down	mRNA
EAF2	down	mRNA
GLT8D2	down	mRNA
LSM7	down	mRNA
ATP2A1	up	mRNA
SLC25A30	down	mRNA
CACNA1I	down	mRNA
EFR3B	up	mRNA
NKD2	up	mRNA
ANKRD24	up	mRNA
MYL6	down	mRNA
TGFBR3	down	mRNA
SH2D5	up	mRNA
BAG2	down	mRNA
NOG	up	mRNA
RIPPLY3	up	mRNA
C22orf23	up	mRNA
KCNC3	up	mRNA
AIRE	up	mRNA
TMEM229B	down	mRNA
ANGPT1	down	mRNA
CDHR1	up	mRNA
PECR	down	mRNA
KIAA1586	down	mRNA
GPNMB	down	mRNA
FMO5	down	mRNA
POLR2L	down	mRNA
CIAO2B	down	mRNA
C1GALT1C1L	down	mRNA
MMP19	up	mRNA
CCDC40	up	mRNA
TRIM67	up	mRNA
APOBEC3D	down	mRNA
NDUFA9	down	mRNA
HSPA1L	up	mRNA
VNN1	up	mRNA
INPP4B	down	mRNA
SIX5	up	mRNA
ZNF334	down	mRNA
C7orf61	up	mRNA
HSCB	down	mRNA
SMTNL1	down	mRNA
KCNN1	up	mRNA
PDGFRA	up	mRNA
SLC25A37	up	mRNA
DNAJC22	up	mRNA
ACP5	down	mRNA
FASTKD3	down	mRNA
PIPOX	up	mRNA
TMSB10	down	mRNA
KCNH4	up	mRNA
GRTP1	up	mRNA
ANO7	up	mRNA
RNASEH2C	down	mRNA
FNDC11	up	mRNA
IL21R	up	mRNA
ODF3B	down	mRNA
RASL10A	up	mRNA
RIPOR3	up	mRNA
SPDYE6	up	mRNA
YJEFN3	up	mRNA
CLDN10	down	mRNA
ATOX1	down	mRNA
NEDD8	down	mRNA
IL16	up	mRNA
TIGD3	up	mRNA
SLC44A3	down	mRNA
CHAC2	down	mRNA
MAST3	up	mRNA
DLGAP3	up	mRNA
VGF	up	mRNA
CCDC136	up	mRNA
RAPSN	up	mRNA
NAT8L	up	mRNA
RTN4R	up	mRNA
RTKN2	down	mRNA
GPR3	up	mRNA
P2RY6	up	mRNA
ZNF667	up	mRNA
ANAPC10	down	mRNA
PIK3CG	down	mRNA
IL33	down	mRNA
MYRFL	down	mRNA
DNAJC12	down	mRNA
MAPK8IP2	up	mRNA
TMEM38A	up	mRNA
IL17RD	up	mRNA
PLAC8L1	up	mRNA
ABCC3	up	mRNA
FGF16	down	mRNA
IZUMO1	up	mRNA
AIDA	down	mRNA
CBR3	down	mRNA
PDLIM2	down	mRNA
U2AF1L4	up	mRNA
DIRAS3	down	mRNA
VEGFD	up	mRNA
RPLP2	down	mRNA
UNC5C	down	mRNA
RASA4	up	mRNA
ZDHHC11	up	mRNA
KBTBD3	down	mRNA
ARL11	down	mRNA
RPS15A	down	mRNA
SAMD10	up	mRNA
SHLD1	down	mRNA
UMAD1	down	mRNA
AJM1	up	mRNA
NLRP12	down	mRNA
NNAT	up	mRNA
SHLD3	down	mRNA
MSC	up	mRNA
FZD3	up	mRNA
TMEM184A	up	mRNA
BAIAP3	up	mRNA
ZNF501	down	mRNA
FAAH	up	mRNA
DTX1	up	mRNA
PATJ	up	mRNA
HSD17B2	down	mRNA
THAP9	down	mRNA
DLG3	up	mRNA
FAM110B	up	mRNA
FAXDC2	down	mRNA
RAPGEF4	down	mRNA
SLC37A2	up	mRNA
ZNF345	up	mRNA
CTSV	down	mRNA
KLHDC9	down	mRNA
NTN1	up	mRNA
BDNF	down	mRNA
FOXO3B	up	mRNA
ACR	up	mRNA
NME1	down	mRNA
PRRT1	up	mRNA
MYEOV	up	mRNA
NPR3	down	mRNA
MT1F	down	mRNA
UQCRHL	down	mRNA
MYOM3	up	mRNA
KCNK1	up	mRNA
PRPF18	down	mRNA
KIF20A	down	mRNA
HEPH	down	mRNA
ERFE	up	mRNA
CA4	down	mRNA
GJA5	down	mRNA
KIF1A	up	mRNA
CEP128	down	mRNA
EEF1E1	down	mRNA
CCDC78	up	mRNA
E2F8	down	mRNA
RPS6KA5	down	mRNA
